,subject,trial,rt,choice,gaze_0,gaze_1,RT,item_value_0,item_value_1
841,8,1,3795.373,1,0.408742631,0.591257369,3795.373,0,0
842,8,2,4768.419,1,0.463119849,0.536880151,4768.419,0,0
843,8,3,7074.001,0,0.581024288,0.418975712,7074.001,2,0
844,8,4,7010.269,1,0.465584429,0.534415571,7010.269,0,0
845,8,5,3297.75,1,0.452142206,0.547857794,3297.75,5,6
846,8,6,2028.401,0,0.59468611,0.40531389,2028.401,3,3
847,8,7,7001.148,0,0.58888112,0.41111888,7001.148,6,5
848,8,8,1904.903,0,0.580280942,0.419719058,1904.903,0,0
849,8,9,6137.828,0,0.496794268,0.503205732,6137.828,6,5
850,8,10,1789.591,1,0.391322916,0.608677084,1789.591,0,0
851,8,11,1607.714,1,0.35967254,0.64032746,1607.714,3,4
852,8,12,1430.633,1,0.396237202,0.603762798,1430.633,0,2
853,8,13,1845.803,0,0.584696238,0.415303762,1845.803,0,0
854,8,14,2698.17,0,0.558160253,0.441839747,2698.17,6,7
855,8,15,2192.458,1,0.30708322,0.69291678,2192.458,5,3
856,8,16,2213.166,1,0.476339039,0.523660961,2213.166,2,3
857,8,17,2714.831,0,0.598215694,0.401784306,2714.831,4,3
858,8,18,3723.87,0,0.496396482,0.503603518,3723.87,5,6
859,8,19,2246.661,0,0.613244402,0.386755598,2246.661,2,0
860,8,20,3688.427,0,0.49903151,0.50096849,3688.427,0,0
861,8,21,1567.154,1,0.402046401,0.597953599,1567.154,6,7
862,8,22,2141.277,0,0.515501135,0.484498865,2141.277,3,3
863,8,23,2819.997,1,0.54924745,0.45075255,2819.997,3,5
864,8,24,1751.997,1,0.423436265,0.576563735,1751.997,0,0
865,8,25,1681.426,1,0.295298766,0.704701234,1681.426,0,2
866,8,26,3260.446,1,0.476121688,0.523878312,3260.446,0,0
867,8,27,2745.432,1,0.481000852,0.518999148,2745.432,6,5
868,8,28,3064.343,1,0.504152765,0.495847235,3064.343,7,6
869,8,29,3042.958,0,0.547122955,0.452877045,3042.958,7,6
870,8,30,2689.534,0,0.582684467,0.417315533,2689.534,7,6
871,8,31,3982.511,1,0.417333836,0.582666164,3982.511,6,7
872,8,32,1819.573,1,0.475262699,0.524737301,1819.573,6,7
873,8,33,6171.741,1,0.512679427,0.487320573,6171.741,0,0
874,8,34,1524.247,1,0.314378192,0.685621808,1524.247,3,3
875,8,35,4600.759,1,0.373051415,0.626948585,4600.759,7,6
876,8,36,2025.769,0,0.565304785,0.434695215,2025.769,3,2
877,8,37,1791.142,1,0.305037636,0.694962364,1791.142,3,3
878,8,38,2225.989,0,0.637870189,0.362129811,2225.989,7,6
879,8,39,2391.515,0,0.647173489,0.352826511,2612.515,5,6
880,8,40,3815.021,1,0.353925044,0.646074956,3221.021,7,6
881,8,41,1408.148,1,0.491167341,0.508832659,1408.148,0,2
882,8,42,1627.54,1,0.399246034,0.600753966,1627.54,2,0
883,8,43,2892.416,0,0.553481362,0.446518638,2892.416,3,2
884,8,44,2685.763,1,0.435306238,0.564693762,2687.763,5,6
885,8,45,6899.668,0,0.497382298,0.502617702,6899.668,2,0
886,8,46,3338.149,1,0.498219663,0.501780337,3338.149,5,3
887,8,47,5372.894,0,0.524115952,0.475884048,5372.894,3,3
888,8,48,8255.298,1,0.59641292,0.40358708,8255.298,6,7
889,8,49,2263.993,0,0.603831236,0.396168764,2263.993,2,0
890,8,50,2397.12,1,0.464859183,0.535140817,2397.12,6,7
891,8,51,2290.511,0,0.628877159,0.371122841,2291.511,2,0
892,8,52,3064.158,0,0.50376622,0.49623378,3064.158,2,0
893,8,53,3191.691,1,0.455532097,0.544467903,3191.691,7,6
894,8,54,1773.727,1,0.310998736,0.689001264,1963.727,3,3
895,8,55,5151.366,0,0.50739373,0.49260627,4961.366,4,3
896,8,56,3350.238,1,0.455820762,0.544179238,3350.238,2,3
897,8,57,1429.867,1,0.474545032,0.525454968,1429.867,0,2
898,8,58,2588.006,1,0.517971803,0.482028197,2588.006,5,6
899,8,59,3949.258,1,0.417624395,0.582375605,3949.258,6,4
900,8,60,2819.317,0,0.624188312,0.375811688,3097.317,3,3
901,8,61,2724.465,0,0.610049602,0.389950398,2446.465,0,0
902,8,62,1768.763,1,0.367182892,0.632817108,1768.763,5,6
903,8,63,2662.831,1,0.518373107,0.481626893,2662.831,3,5
904,8,64,2720.735,0,0.620068611,0.379931389,3009.735,6,5
905,8,65,2168.314,0,0.622494432,0.377505568,1879.314,5,3
906,8,66,2177.405,0,0.616253724,0.383746276,2177.405,6,5
907,8,67,2734.053,1,0.472517644,0.527482356,2734.053,3,2
908,8,68,7071.145,1,0.61548074,0.38451926,7074.145,0,2
909,8,69,3290.315,1,0.328937888,0.671062112,3290.315,5,6
910,8,70,1529.663,1,0.379559458,0.620440542,1529.663,0,2
911,8,71,6277.282,0,0.498930052,0.501069948,6277.282,6,5
912,8,72,3580.267,1,0.456748221,0.543251779,3580.267,4,6
913,8,73,2067.727,0,0.607027761,0.392972239,2067.727,6,5
914,8,74,2687.155,1,0.555522791,0.444477209,2687.155,3,5
915,8,75,2634.212,1,0.569288048,0.430711952,2634.212,3,4
916,8,76,5321.699,1,0.585090031,0.414909969,5321.699,0,2
917,8,77,6242.055,0,0.556258322,0.443741678,6454.055,3,3
918,8,78,3841.281,1,0.341557004,0.658442996,3631.281,0,0
919,8,79,1794.327,1,0.381622068,0.618377932,1794.327,2,3
920,8,80,3558.772,1,0.565363702,0.434636298,3558.772,0,2
921,8,81,2050.16,0,0.557406642,0.442593358,2050.16,0,0
922,8,82,2111.391,1,0.524690585,0.475309415,2111.391,3,5
923,8,83,1777.964,1,0.482813619,0.517186381,1777.964,7,6
924,8,84,2248.647,1,0.570123466,0.429876534,2248.647,5,6
925,8,85,1563.127,0,0.663226769,0.336773231,1563.127,5,3
926,8,86,2271.978,1,0.554636062,0.445363938,2271.978,3,3
927,8,87,2260.891,1,0.478666104,0.521333896,2260.891,5,3
928,8,88,1509.538,1,0.384574065,0.615425935,1509.538,3,5
929,8,89,4128.836,1,0.396559491,0.603440509,4128.836,5,3
930,8,90,1242.251,1,0.407654685,0.592345315,1242.251,3,2
931,8,91,2094.95,1,0.481572223,0.518427777,2094.95,3,5
932,8,92,2392.54,1,0.402047763,0.597952237,2392.54,4,3
933,8,93,2566.652,0,0.723710779,0.276289221,2566.652,0,0
934,8,94,1587.263,1,0.433011596,0.566988404,1587.263,5,6
935,8,95,1428.436,1,0.382195472,0.617804528,1428.436,3,4
936,8,96,2804.189,1,0.469307835,0.530692165,2804.189,2,0
937,8,97,2272.403,0,0.592636713,0.407363287,2272.403,0,0
938,8,98,2089.807,0,0.704094273,0.295905727,2089.807,6,5
939,8,99,2406.058,1,0.493825357,0.506174643,2406.058,3,3
940,8,100,1395.817,1,0.44978112,0.55021888,1395.817,0,0
941,8,101,1477.77,1,0.41391663,0.58608337,1477.77,0,0
942,8,102,1956.009,1,0.475110704,0.524889296,1956.009,2,0
943,8,103,2400.082,1,0.451596079,0.548403921,2400.082,7,6
944,8,104,1644.349,1,0.372004221,0.627995779,1644.349,0,0
945,8,105,2142.379,0,0.653537948,0.346462052,2142.379,0,2
946,8,106,2177.221,1,0.496663421,0.503336579,2177.221,4,3
947,8,107,1539.542,0,0.571957839,0.428042161,1539.542,0,0
948,8,108,1636.221,1,0.535535374,0.464464626,1636.221,0,0
949,8,109,1258.661,1,0.387271441,0.612728559,1258.661,3,4
950,8,110,1221.12,1,0.452629936,0.547370064,1221.12,0,2
951,8,111,1365.15,1,0.325661224,0.674338776,1365.15,2,0
952,8,112,1922.175,0,0.61496343,0.38503657,1922.175,7,6
953,8,113,1437.994,1,0.360495607,0.639504393,1437.994,2,3
954,8,114,2292.136,0,0.745592826,0.254407174,2292.136,3,2
955,8,115,2162.836,1,0.490066686,0.509933314,2162.836,2,3
956,8,116,1459.06,1,0.383852394,0.616147606,1459.06,6,7
957,8,117,2033.541,0,0.675328745,0.324671255,2033.541,6,7
958,8,118,2197.817,1,0.472549122,0.527450878,2197.817,6,7
959,8,119,3077.082,0,0.536598995,0.463401005,3077.082,6,5
960,9,0,1737.66,1,0.524310118,0.475689882,1956.66,6,7
961,9,1,1700.417,1,0.453571429,0.546428571,1726.417,0,0
962,9,2,1476.671,0,0.50101833,0.49898167,1389.671,0,0
963,9,3,1643.327,1,0.470383275,0.529616725,1681.327,2,0
964,9,4,1397.676,1,0.512605042,0.487394958,1354.676,0,0
965,9,5,2087.122,0,0.465473146,0.534526854,1937.122,5,6
966,9,6,1959.917,1,0.649550026,0.350449974,2117.917,3,3
967,9,7,1866.011,0,0.513473054,0.486526946,1956.011,6,5
968,9,8,2345.818,1,0.426309379,0.573690621,2414.818,0,0
969,9,9,3013.529,0,0.573800738,0.426199262,2848.529,6,5
970,9,10,1952.562,1,0.619212963,0.380787037,1980.562,0,0
971,9,11,2152.213,0,0.644836272,0.355163728,2151.213,3,4
972,9,12,2567.785,0,0.502726281,0.497273719,2595.785,0,2
973,9,13,2959.43,1,0.582290664,0.417709336,2889.43,0,0
974,9,14,2399.982,1,0.597251586,0.402748414,2587.982,6,7
975,9,15,2534.684,0,0.622335025,0.377664975,2413.684,5,3
976,9,16,2663.548,1,0.684944238,0.315055762,2462.548,2,3
977,9,17,2875.654,0,0.409577465,0.590422535,3025.654,4,3
978,9,18,2027.183,0,0.42780027,0.57219973,1880.183,5,6
979,9,19,2750.827,1,0.434343434,0.565656566,2950.827,2,0
980,9,20,2205.375,1,0.418670438,0.581329562,2193.375,0,0
981,9,21,1977.979,1,0.46656535,0.53343465,1939.979,6,7
982,9,22,1980.279,0,0.551094891,0.448905109,1996.279,3,3
983,9,23,1653.077,1,0.531914894,0.468085106,1489.077,3,5
984,9,24,1485.164,1,0.52037037,0.47962963,1644.164,0,0
985,9,25,1783.653,1,0.357142857,0.642857143,1764.653,0,2
986,9,26,1855.097,0,0.581935484,0.418064516,1900.097,0,0
987,9,27,2431.437,1,0.70952381,0.29047619,2438.437,6,5
988,9,28,2048.157,1,0.464632455,0.535367545,1856.157,7,6
989,9,29,1933.937,0,0.443645084,0.556354916,1936.937,7,6
990,9,30,1995.005,0,0.65365452,0.34634548,1998.005,7,6
991,9,31,1805.838,1,0.525114155,0.474885845,1967.838,6,7
992,9,32,1846.312,1,0.494607088,0.505392912,1907.312,6,7
993,9,33,1751.653,1,0.448979592,0.551020408,1717.653,0,0
994,9,34,2292.031,0,0.624365482,0.375634518,2275.031,3,3
995,9,35,2356.063,0,0.607142857,0.392857143,2392.063,7,6
996,9,36,1909.306,0,0.637267081,0.362732919,1866.306,3,2
997,9,37,1744.836,1,0.554384126,0.445615874,1579.836,3,3
998,9,38,2723.051,0,0.659494855,0.340505145,2948.051,7,6
999,9,39,2331.944,1,0.605590062,0.394409938,2313.944,5,6
1000,9,40,1749.954,0,0.427807487,0.572192513,1474.954,7,6
1001,9,41,1325.432,1,0.483490566,0.516509434,1181.432,0,2
1002,9,42,1223.842,0,0.357526882,0.642473118,1223.842,2,0
1003,9,43,1031.857,0,0.400530504,0.599469496,1188.857,3,2
1004,9,44,1167.827,0,0.411347518,0.588652482,1171.827,5,6
1005,9,45,1270.056,1,0.43872549,0.56127451,1111.056,2,0
1006,9,46,1048.826,0,0.403108499,0.596891501,1051.826,5,3
1007,9,47,1234.482,0,0.567639257,0.432360743,1234.482,3,3
1008,9,48,1125.772,1,0.52639087,0.47360913,1128.772,6,7
1009,9,49,1120.901,1,0.447368421,0.552631579,1249.901,2,0
1010,9,50,1388.587,1,0.603626943,0.396373057,1413.587,6,7
1011,9,51,1211.419,1,0.439506173,0.560493827,1285.419,2,0
1012,9,52,1755.945,1,0.490759754,0.509240246,1700.945,2,0
1013,9,53,1567.646,1,0.545404354,0.454595646,1394.646,7,6
1014,9,54,1723.37,0,0.487654321,0.512345679,1865.37,3,3
1015,9,55,1767.759,0,0.430107527,0.569892473,1768.759,4,3
1016,9,56,1512.466,1,0.430232558,0.569767442,1526.466,2,3
1017,9,57,1487.663,1,0.477732794,0.522267206,1332.663,0,2
1018,9,58,1124.705,1,0.42338252,0.57661748,1127.705,5,6
1019,9,59,1128.118,0,0.479194631,0.520805369,1131.118,6,4
1020,9,60,1062.346,0,0.44783715,0.55216285,1062.346,3,3
1021,9,61,1247.627,0,0.346499102,0.653500898,1249.627,0,0
1022,9,62,1209.127,0,0.430332922,0.569667078,1211.127,5,6
1023,9,63,2503.048,0,0.542564103,0.457435897,2659.048,3,5
1024,9,64,2142.45,0,0.489795918,0.510204082,2162.45,6,5
1025,9,65,3268.297,0,0.480941704,0.519058296,3095.297,5,3
1026,9,66,1632.447,0,0.553921569,0.446078431,1632.447,6,5
1027,9,67,1724.622,0,0.537884471,0.462115529,1868.622,3,2
1028,9,68,1463.996,1,0.39658444,0.60341556,1387.996,0,2
1029,9,69,1469.633,0,0.469548134,0.530451866,1879.633,5,6
1030,9,70,1770.168,1,0.316195373,0.683804627,1447.168,0,2
1031,9,71,1734.978,0,0.617924528,0.382075472,2007.978,6,5
1032,9,72,1830.813,1,0.30480167,0.69519833,1572.813,4,6
1033,9,73,1773.786,0,0.631663974,0.368336026,1606.786,6,5
1034,9,74,1453.213,1,0.52852349,0.47147651,1453.213,3,5
1035,9,75,1650.519,0,0.639338489,0.360661511,1652.519,3,4
1036,9,76,1518.317,1,0.616776316,0.383223684,1798.317,0,2
1037,9,77,1905.45,0,0.602760736,0.397239264,1858.45,3,3
1038,9,78,1860.143,0,0.566775244,0.433224756,1822.143,0,0
1039,9,79,1720.63,0,0.567391832,0.432608168,1525.63,2,3
1040,9,80,1672.766,1,0.504761905,0.495238095,1822.766,0,2
1041,9,81,1211.748,0,0.538461538,0.461538462,1199.748,0,0
1042,9,82,1422.886,1,0.36689038,0.63310962,1284.886,3,5
1043,9,83,1275.274,0,0.424852071,0.575147929,1278.274,7,6
1044,9,84,1023.782,0,0.387012987,0.612987013,1530.782,5,6
1045,9,85,1566.843,0,0.474619289,0.525380711,1224.843,5,3
1046,9,86,1352.63,0,0.488425926,0.511574074,1187.63,3,3
1047,9,87,1244.595,0,0.430639324,0.569360676,1247.595,5,3
1048,9,88,1387.496,1,0.39862069,0.60137931,1390.496,3,5
1049,9,89,1483.815,0,0.381489842,0.618510158,1724.815,5,3
1050,9,90,1461.872,0,0.54978355,0.45021645,1436.872,3,2
1051,9,91,1572.616,1,0.392197125,0.607802875,1500.616,3,5
1052,9,92,2036.769,1,0.502024291,0.497975709,1997.769,4,3
1053,9,93,1693.051,1,0.479757085,0.520242915,1588.051,0,0
1054,9,94,1715.57,0,0.44668008,0.55331992,1850.57,5,6
1055,9,95,1660.916,1,0.486891386,0.513108614,1525.916,3,4
1056,9,96,1437.479,0,0.465483235,0.534516765,1590.479,2,0
1057,9,97,1768.642,1,0.483168317,0.516831683,1820.642,0,0
1058,9,98,1623.335,0,0.505175983,0.494824017,1458.335,6,5
1059,9,99,1826.331,0,0.657708628,0.342291372,1789.331,3,3
1060,9,100,1082.646,1,0.445086705,0.554913295,1269.646,0,0
1061,9,101,1115.761,1,0.442934783,0.557065217,1046.761,0,0
1062,9,102,1659.308,0,0.419270833,0.580729167,1607.308,2,0
1063,9,103,1612.594,0,0.478991597,0.521008403,1747.594,7,6
1064,9,104,2141.188,1,0.458947368,0.541052632,2105.188,0,0
1065,9,105,1843.804,1,0.551324503,0.448675497,2088.804,0,2
1066,9,106,3760.222,0,0.571323529,0.428676471,3382.222,4,3
1067,9,107,1652.673,1,0.436229205,0.563770795,1688.673,0,0
1068,9,108,1279.538,0,0.527593819,0.472406181,1341.538,0,0
1069,9,109,1342.923,1,0.474040632,0.525959368,1212.923,3,4
1070,9,110,1662.773,0,0.619863014,0.380136986,1790.773,0,2
1071,9,111,2508.084,0,0.506346968,0.493653032,2520.084,2,0
1072,9,112,3754.656,0,0.599686028,0.400313972,3739.656,7,6
1073,9,113,1307.697,1,0.497757848,0.502242152,1313.697,2,3
1074,9,114,1206.212,0,0.510948905,0.489051095,1222.212,3,2
1075,9,115,1185.462,1,0.2825,0.7175,1333.462,2,3
1076,9,116,1392.939,0,0.406593407,0.593406593,1263.939,6,7
1077,9,117,1522.491,0,0.462053571,0.537946429,1423.491,6,7
1078,9,118,3121.925,0,0.514373717,0.485626283,3211.925,6,7
1079,9,119,1837.339,0,0.641421947,0.358578053,1918.339,6,5
1080,10,0,2438.639,1,0.500691951,0.499308049,2438.639,6,7
1081,10,1,1326.879,1,0.407776222,0.592223778,1326.879,0,0
1082,10,2,2008.897,0,0.640140624,0.359859376,2011.897,0,0
1083,10,3,3251.427,0,0.569378651,0.430621349,3251.427,2,0
1084,10,4,2833.729,1,0.418234606,0.581765394,2835.729,0,0
1085,10,5,1694.866,0,0.559446976,0.440553024,1697.866,5,6
1086,10,6,1296.653,0,0.547223161,0.452776839,1298.653,3,3
1087,10,7,1529.774,0,0.548786205,0.451213795,1529.774,6,5
1088,10,8,1082.362,1,0.399028345,0.600971655,1082.362,0,0
1089,10,9,3108.467,0,0.553908173,0.446091827,3111.467,6,5
1090,10,10,4797.563,1,0.497858272,0.502141728,4800.563,0,0
1091,10,11,3431.024,0,0.511360433,0.488639567,3434.024,3,4
1092,10,12,1124.577,1,0.390015204,0.609984796,1124.577,0,2
1093,10,13,4441.454,0,0.519355315,0.480644685,4441.454,0,0
1094,10,14,4632.202,1,0.450815594,0.549184406,4632.202,6,7
1095,10,15,1632.613,0,0.623152391,0.376847609,1634.613,5,3
1096,10,16,4819.272,1,0.439403977,0.560596023,4819.272,2,3
1097,10,17,3039.931,0,0.530274095,0.469725905,3039.931,4,3
1098,10,18,3590.044,1,0.491064998,0.508935002,3590.044,5,6
1099,10,19,2701.356,1,0.368134414,0.631865586,2701.356,2,0
1100,10,20,1980.89,0,0.640577073,0.359422927,1980.89,0,0
1101,10,21,4704.146,1,0.484990117,0.515009883,4704.146,6,7
1102,10,22,2282.415,1,0.525026827,0.474973173,2282.415,3,3
1103,10,23,2126.651,1,0.506932042,0.493067958,2126.651,3,5
1104,10,24,2219.879,1,0.527111416,0.472888584,2219.879,0,0
1105,10,25,1361.906,1,0.397268863,0.602731137,1361.906,0,2
1106,10,26,1211.06,1,0.472804225,0.527195775,1211.06,0,0
1107,10,27,5025.44,0,0.547903842,0.452096158,5025.44,6,5
1108,10,28,1668.819,0,0.60685846,0.39314154,1668.819,7,6
1109,10,29,1902.992,0,0.651332885,0.348667115,1902.992,7,6
1110,10,30,2614.701,0,0.488930829,0.511069171,2614.701,7,6
1111,10,31,2018.169,1,0.427494937,0.572505063,2021.169,6,7
1112,10,32,3067.38,1,0.497164501,0.502835499,3067.38,6,7
1113,10,33,2779.135,1,0.508474225,0.491525775,2779.135,0,0
1114,10,34,2203.819,1,0.47785787,0.52214213,2203.819,3,3
1115,10,35,1712.826,0,0.646254272,0.353745728,1712.826,7,6
1116,10,36,1686.734,0,0.612956832,0.387043168,1689.734,3,2
1117,10,37,1807.809,0,0.565939864,0.434060136,1810.809,3,3
1118,10,38,1473.981,0,0.593215099,0.406784901,1474.981,7,6
1119,10,39,2004.33,1,0.484225314,0.515774686,2007.33,5,6
1120,10,40,1421.857,0,0.546599974,0.453400026,1421.857,7,6
1121,10,41,2683.921,1,0.406564452,0.593435548,2685.921,0,2
1122,10,42,2971.482,0,0.573563923,0.426436077,2973.482,2,0
1123,10,43,3289.845,0,0.586276638,0.413723362,3291.845,3,2
1124,10,44,1787.366,0,0.612369761,0.387630239,1790.366,5,6
1125,10,45,1495.821,0,0.563657034,0.436342966,1498.821,2,0
1126,10,46,1312.34,0,0.564800584,0.435199416,1314.34,5,3
1127,10,47,1617.595,0,0.619892694,0.380107306,1620.595,3,3
1128,10,48,2641.421,1,0.413484547,0.586515453,2644.421,6,7
1129,10,49,3239.75,0,0.496889646,0.503110354,3241.75,2,0
1130,10,50,4830.474,1,0.336233911,0.663766089,4830.474,6,7
1131,10,51,5707.631,0,0.481110074,0.518889926,5707.631,2,0
1132,10,52,3165.677,0,0.530255136,0.469744864,3167.677,2,0
1133,10,53,1835.798,0,0.531024531,0.468975469,1835.798,7,6
1134,10,54,2513.012,1,0.351047694,0.648952306,2513.012,3,3
1135,10,55,1628.718,0,0.593130779,0.406869221,1876.718,4,3
1136,10,56,2175.323,1,0.465448243,0.534551757,1929.323,2,3
1137,10,57,2798.844,1,0.358704487,0.641295513,2798.844,0,2
1138,10,58,1538.526,0,0.586124399,0.413875601,1541.526,5,6
1139,10,59,1389.557,0,0.582063786,0.417936214,1392.557,6,4
1140,10,60,1704.155,1,0.489990651,0.510009349,1706.155,3,3
1141,10,61,2217.502,1,0.506181327,0.493818673,2217.502,0,0
1142,10,62,5787.017,1,0.52132964,0.47867036,5789.017,5,6
1143,10,63,2518.364,1,0.504365811,0.495634189,2518.364,3,5
1144,10,64,4822.179,0,0.534428553,0.465571447,4824.179,6,5
1145,10,65,2906.668,0,0.549132948,0.450867052,2949.668,5,3
1146,10,66,1577.21,0,0.617488827,0.382511173,1537.21,6,5
1147,10,67,2177.234,0,0.554176295,0.445823705,2180.234,3,2
1148,10,68,1134.675,1,0.428944997,0.571055003,1137.675,0,2
1149,10,69,2555.015,1,0.556476205,0.443523795,2558.015,5,6
1150,10,70,3902.862,1,0.466793138,0.533206862,3902.862,0,2
1151,10,71,2540.732,0,0.418604651,0.581395349,2540.732,6,5
1152,10,72,3994.772,1,0.422411965,0.577588035,3997.772,4,6
1153,10,73,6138.929,1,0.461053954,0.538946046,6138.929,6,5
1154,10,74,1443.82,0,0.567130186,0.432869814,1443.82,3,5
1155,10,75,7491.703,0,0.510854533,0.489145467,7494.703,3,4
1156,10,76,2171.036,1,0.420609691,0.579390309,2173.036,0,2
1157,10,77,5706.277,1,0.395741132,0.604258868,5708.277,3,3
1158,10,78,3753.437,1,0.444037794,0.555962206,3756.437,0,0
1159,10,79,1171.933,1,0.296439405,0.703560595,1173.933,2,3
1160,10,80,1227.903,1,0.405515374,0.594484626,1094.903,0,2
1161,10,81,2017.013,0,0.532512669,0.467487331,2017.013,0,0
1162,10,82,2611.379,1,0.524901294,0.475098706,2614.379,3,5
1163,10,83,2512.763,1,0.509242144,0.490757856,2698.763,7,6
1164,10,84,1766.796,1,0.393472656,0.606527344,1580.796,5,6
1165,10,85,1995.841,0,0.497559876,0.502440124,1995.841,5,3
1166,10,86,1143.188,0,0.622226022,0.377773978,1146.188,3,3
1167,10,87,1491.604,1,0.629272568,0.370727432,1664.604,5,3
1168,10,88,2656.389,1,0.439191132,0.560808868,2486.389,3,5
1169,10,89,1688.155,0,0.584406786,0.415593214,1688.155,5,3
1170,10,90,1190.659,0,0.621332391,0.378667609,1193.659,3,2
1171,10,91,2803.53,1,0.423383079,0.576616921,2803.53,3,5
1172,10,92,2437.721,1,0.389229248,0.610770752,2440.721,4,3
1173,10,93,3223.498,0,0.559589551,0.440410449,3223.498,0,0
1174,10,94,2559.688,1,0.442504121,0.557495879,2562.688,5,6
1175,10,95,3473.292,1,0.437997578,0.562002422,3473.292,3,4
1176,10,96,2095.43,0,0.561159275,0.438840725,2099.43,2,0
1177,10,97,3955.994,0,0.504419557,0.495580443,3958.994,0,0
1178,10,98,3932.331,1,0.478353245,0.521646755,3934.331,6,5
1179,10,99,1386.995,1,0.402589513,0.597410487,1390.995,3,3
1180,10,100,2313.741,0,0.555505195,0.444494805,2313.741,0,0
1181,10,101,3087.358,1,0.378072078,0.621927922,3089.358,0,0
1182,10,102,2405.645,0,0.551199949,0.448800051,2408.645,2,0
1183,10,103,5096.262,1,0.345296026,0.654703974,5096.262,7,6
1184,10,104,4183.426,1,0.517772462,0.482227538,4183.426,0,0
1185,10,105,1491.33,0,0.621234935,0.378765065,1494.33,0,2
1186,10,106,1781.244,0,0.51295899,0.48704101,1784.244,4,3
1187,10,107,11001.154,1,0.39818676,0.60181324,11001.154,0,0
1188,10,108,5732.735,0,0.567684517,0.432315483,5734.735,0,0
1189,10,109,4565.044,0,0.473740778,0.526259222,4565.044,3,4
1190,10,110,1287.406,1,0.370428484,0.629571516,1287.406,0,2
1191,10,111,1760.896,0,0.53228535,0.46771465,1763.896,2,0
1192,10,112,6325.959,0,0.591538055,0.408461945,6325.959,7,6
1193,10,113,3826.767,1,0.456251816,0.543748184,3826.767,2,3
1194,10,114,2005.404,0,0.557331986,0.442668014,2005.404,3,2
1195,10,115,1723.492,1,0.472393092,0.527606908,1723.492,2,3
1196,10,116,3657.047,1,0.491669504,0.508330496,3657.047,6,7
1197,10,117,8016.802,0,0.488962689,0.511037311,8016.802,6,7
1198,10,118,2172.586,0,0.540954478,0.459045522,2172.586,6,7
1199,10,119,1299.215,0,0.573035175,0.426964825,1302.215,6,5
1200,11,0,8564.741,1,0.446266498,0.553733502,8564.741,6,7
1201,11,1,13211.21,0,0.623160206,0.376839794,13211.21,0,0
1202,11,2,3541.179,1,0.463068945,0.536931055,3541.179,0,0
1203,11,3,3412.393,0,0.559333918,0.440666082,3412.393,2,0
1204,11,4,4174.505,1,0.54313434,0.45686566,4174.505,0,0
1205,11,5,7675.66,1,0.396738999,0.603261001,7675.66,5,6
1206,11,6,14244.499,0,0.525596552,0.474403448,14244.499,3,3
1207,11,7,5214.058,0,0.668552036,0.331447964,5454.058,6,5
1208,11,8,6897.868,0,0.568675629,0.431324371,6657.868,0,0
1209,11,9,1021.941,0,0.855855856,0.144144144,1263.941,6,5
1210,11,10,13861.923,0,0.410328467,0.589671533,13619.923,0,0
1211,11,11,4414.546,1,0.512174001,0.487825999,4414.546,3,4
1212,11,12,13654.764,1,0.471828961,0.528171039,13654.764,0,2
1213,11,13,3961.79,1,0.518609447,0.481390553,3961.79,0,0
1214,11,14,3624.73,1,0.554295151,0.445704849,3624.73,6,7
1215,11,15,18057.753,0,0.651175816,0.348824184,18057.753,5,3
1216,11,16,2921.995,1,0.314955277,0.685044723,2921.995,2,3
1217,11,17,9394.374,0,0.355465556,0.644534444,9394.374,4,3
1218,11,18,12000.368,1,0.453255082,0.546744918,12000.368,5,6
1219,11,19,5792.883,1,0.555486988,0.444513012,5792.883,2,0
1220,11,20,11095.371,1,0.640822785,0.359177215,11405.371,0,0
1221,11,21,4784.801,0,0.639766827,0.360233173,4474.801,6,7
1222,11,22,1362.363,1,1,0,1362.363,3,3
1223,11,23,7178.638,1,0.464372719,0.535627281,7178.638,3,5
1224,11,24,6065.669,0,0.745653574,0.254346426,6618.669,0,0
1225,11,25,8251.75,1,0.488015979,0.511984021,8116.75,0,2
1226,11,26,2260.191,1,0.464664087,0.535335913,1842.191,0,0
1227,11,27,5917.833,1,0.657416182,0.342583818,5917.833,6,5
1228,11,28,3524.994,0,0.708947982,0.291052018,3524.994,7,6
1229,11,29,16783.433,0,0.532631233,0.467368767,16783.433,7,6
1230,11,30,10903.898,1,0.298739818,0.701260182,10903.898,7,6
1231,11,31,3587.717,1,0.249168325,0.750831675,3587.717,6,7
1232,11,32,7358.152,1,0.597444089,0.402555911,7723.152,6,7
1233,11,33,9287.089,0,0.535206259,0.464793741,9275.089,0,0
1234,11,34,8693.901,0,0.68209147,0.31790853,8342.901,3,3
1235,11,35,4052.565,0,0.58845122,0.41154878,4052.565,7,6
1236,11,36,6860.493,0,0.625018586,0.374981414,6860.493,3,2
1237,11,37,9173.561,0,0.590342826,0.409657174,9173.561,3,3
1238,11,38,15333.791,0,0.588556244,0.411443756,15333.791,7,6
1239,11,39,17237.613,1,0.330986058,0.669013942,17237.613,5,6
1240,11,40,4100.337,0,0.532940806,0.467059194,4100.337,7,6
1241,11,41,4154.866,1,0.415594934,0.584405066,4154.866,0,2
1242,11,42,3758.666,0,0.537854956,0.462145044,3758.666,2,0
1243,11,43,7170.362,0,0.478865904,0.521134096,7170.362,3,2
