,subject,trial,rt,choice,gaze_0,gaze_1,react_time,item_value_0,item_value_1
878,8,38,3992.917,1,0.426999325,0.573000675,3992.917,0,1
879,8,39,6079.516,0,0.408818391,0.591181609,6079.516,2,1
880,8,40,2798.97,0,0.536844882,0.463155118,2577.97,0,1
881,8,41,1729.804,0,0.618133217,0.381866783,1729.804,7,5
882,8,42,1877.844,0,0.571388437,0.428611563,1877.844,5,7
883,8,43,3232.736,1,0.39673913,0.60326087,3381.736,4,5
884,8,44,2248.897,0,0.649506619,0.350493381,2099.897,2,1
885,8,45,2051.915,0,0.598514609,0.401485391,2051.915,5,7
886,8,46,1535.46,1,0.38257202,0.61742798,1535.46,2,4
887,8,47,3373.361,1,0.460290462,0.539709538,3373.361,4,4
888,8,48,1809.149,0,0.577360163,0.422639837,1809.149,1,0
889,8,49,2734.632,1,0.512086825,0.487913175,2734.632,5,7
890,8,50,2794.365,1,0.537940429,0.462059571,2794.365,1,0
891,8,51,2546.506,0,0.651825467,0.348174533,2594.506,5,7
892,8,52,2131.962,1,0.523042167,0.476957833,2083.962,5,7
893,8,53,3849.161,0,0.507156791,0.492843209,3849.161,0,1
894,8,54,3392.605,0,0.581122764,0.418877236,3591.605,4,4
895,8,55,3605.734,0,0.478092507,0.521907493,3406.734,3,4
896,8,56,2144.74,0,0.626584223,0.373415777,2147.74,5,4
897,8,57,2174.261,0,0.686434922,0.313565078,2174.261,7,5
898,8,58,1571.94,0,0.648240568,0.351759432,1574.94,2,1
899,8,59,1742.637,0,0.639100225,0.360899775,1745.637,1,3
900,8,60,2352.831,1,0.513688914,0.486311086,2352.831,4,4
901,8,61,6759.439,1,0.483927754,0.516072246,6759.439,7,7
902,8,62,2251.397,0,0.583454948,0.416545052,2251.397,2,1
903,8,63,2173.127,0,0.59089094,0.40910906,2173.127,4,2
904,8,64,1704.156,1,0.360509554,0.639490446,1879.156,1,2
905,8,65,1743.33,1,0.373645853,0.626354147,1568.33,2,4
906,8,66,1646.439,1,0.333927214,0.666072786,1646.439,1,2
907,8,67,2039.622,1,0.402035623,0.597964377,2216.622,4,5
908,8,68,1675.742,0,0.579647464,0.420352536,1498.742,7,5
909,8,69,1763.484,0,0.561243337,0.438756663,1763.484,2,1
910,8,70,2261.381,0,0.625008442,0.374991558,2261.381,7,5
911,8,71,2515.522,1,0.478246767,0.521753233,2515.522,1,2
912,8,72,3370.842,1,0.456185292,0.543814708,3370.842,3,1
913,8,73,2468.761,1,0.463943493,0.536056507,2468.761,1,2
914,8,74,1909.49,0,0.621223226,0.378776774,1909.49,4,2
915,8,75,4207.208,0,0.573261217,0.426738783,4207.208,4,3
916,8,76,1917.889,0,0.655314097,0.344685903,1917.889,7,5
917,8,77,2471.071,0,0.736153322,0.263846678,2471.071,4,4
918,8,78,2157.019,0,0.573995772,0.426004228,2434.019,7,7
919,8,79,2608.648,0,0.656976744,0.343023256,2925.648,5,4
920,8,80,5953.334,0,0.67531792,0.32468208,5953.334,7,5
921,8,81,1816.584,1,0.235654232,0.764345768,1816.584,7,7
922,8,82,1597.207,0,0.607149872,0.392850128,1597.207,4,2
923,8,83,2356.35,1,0.15217946,0.84782054,2356.35,0,1
924,8,84,1568.646,0,0.646469021,0.353530979,1568.646,2,1
925,8,85,1684.202,0,0.688214369,0.311785631,1684.202,2,4
926,8,86,1487.091,0,0.639019687,0.360980313,1487.091,4,4
927,8,87,1492.972,0,0.606626371,0.393373629,1492.972,2,4
928,8,88,1482.492,0,0.547732222,0.452267778,1482.492,4,2
929,8,89,1957.235,1,0.478394318,0.521605682,1957.235,2,4
930,8,90,1489.436,1,0.334763922,0.665236078,1489.436,4,5
931,8,91,1604.745,0,0.691956757,0.308043243,1604.745,4,2
932,8,92,1681.695,0,0.615032025,0.384967975,1681.695,3,4
933,8,93,1654.863,1,0.358344069,0.641655931,1654.863,7,7
934,8,94,1608.159,0,0.627206704,0.372793296,1608.159,2,1
935,8,95,1337.638,0,0.659863438,0.340136562,1340.638,4,3
936,8,96,2440.471,1,0.503393389,0.496606611,2440.471,5,7
937,8,97,1575.245,0,0.636421478,0.363578522,1575.245,7,7
938,8,98,2015.823,0,0.674386692,0.325613308,2015.823,1,2
939,8,99,2109.254,0,0.474098257,0.525901743,2109.254,4,4
940,8,100,1834.646,0,0.697978658,0.302021342,1834.646,7,7
941,8,101,1710.672,0,0.694776929,0.305223071,1710.672,7,7
942,8,102,1792.779,0,0.650536355,0.349463645,1792.779,5,7
943,8,103,1716.701,0,0.684750469,0.315249531,1716.701,0,1
944,8,104,1792.024,0,0.69892882,0.30107118,1792.024,7,7
945,8,105,3222.881,0,0.588165161,0.411834839,3222.881,7,5
946,8,106,1853.679,0,0.725604359,0.274395641,1853.679,3,4
947,8,107,1256.672,0,0.594930739,0.405069261,1256.672,7,7
948,8,108,1255.339,0,0.654826582,0.345173418,1257.339,7,7
949,8,109,1437.843,0,0.686294759,0.313705241,1440.843,4,3
950,8,110,1549.129,0,0.677357229,0.322642771,1549.129,7,5
951,8,111,1246.492,0,0.579440486,0.420559514,1246.492,5,7
952,8,112,1726.535,1,0.503316392,0.496683608,1728.535,0,1
953,8,113,1176.152,0,0.677460973,0.322539027,1178.152,5,4
954,8,114,1661.268,1,0.413125409,0.586874591,1664.268,4,5
955,8,115,1511.403,0,0.670063091,0.329936909,1511.403,5,4
956,8,116,1570.601,0,0.690766775,0.309233225,1570.601,1,0
957,8,117,1476.527,0,0.678245918,0.321754082,1476.527,1,0
958,8,118,1724.697,0,0.625154049,0.374845951,1724.697,1,0
959,8,119,1499.084,0,0.643421815,0.356578185,1499.084,1,2
960,9,0,1934.475,0,0.624260355,0.375739645,1727.475,1,0
961,9,1,1540.831,0,0.447278912,0.552721088,1542.831,7,7
962,9,2,1175.848,1,0.442371021,0.557628979,1178.848,7,7
963,9,3,1182.059,1,0.488423374,0.511576626,1185.059,5,7
964,9,4,1396.51,1,0.398773006,0.601226994,1399.51,7,7
965,9,5,1930.006,1,0.59939302,0.40060698,1933.006,2,1
966,9,6,1308.294,1,0.444305382,0.555694618,1311.294,4,4
967,9,7,1036.766,1,0.507246377,0.492753623,1039.766,1,2
968,9,8,1449.936,0,0.424528302,0.575471698,1451.936,7,7
969,9,9,1058.787,1,0.379906617,0.620093383,1060.787,1,2
970,9,10,1717.17,0,0.645259939,0.354740061,1717.17,7,7
971,9,11,1076.954,1,0.483353921,0.516646079,1079.954,4,3
972,9,12,1352.932,0,0.485961123,0.514038877,1510.932,7,5
973,9,13,1215.279,1,0.457627119,0.542372881,1210.279,7,7
974,9,14,1333.758,1,0.507281553,0.492718447,1339.758,1,0
975,9,15,1361.499,1,0.67281106,0.32718894,1374.499,2,4
976,9,16,1991.731,0,0.529600804,0.470399196,1819.731,5,4
977,9,17,1165.253,1,0.443548387,0.556451613,1386.253,3,4
978,9,18,1295.232,1,0.452747253,0.547252747,1225.232,2,1
979,9,19,1256.585,0,0.495412844,0.504587156,1501.585,5,7
980,9,20,1705.955,1,0.523647759,0.476352241,1309.955,7,7
981,9,21,1967.892,0,0.701832317,0.298167683,1967.892,1,0
982,9,22,1166.65,0,0.323846421,0.676153579,1166.65,4,4
983,9,23,1645.865,0,0.604852686,0.395147314,1818.865,4,2
984,9,24,1589.229,0,0.606722689,0.393277311,1946.229,7,7
985,9,25,2286.502,1,0.440438871,0.559561129,1972.502,7,5
986,9,26,1508.455,1,0.486315789,0.513684211,1468.455,7,7
987,9,27,1655.83,1,0.479007634,0.520992366,1522.83,1,2
988,9,28,1218.214,1,0.456087147,0.543912853,1175.214,0,1
989,9,29,1249.66,1,0.473903967,0.526096033,1418.66,0,1
990,9,30,2072.901,1,0.417307692,0.582692308,2111.901,0,1
991,9,31,2098.476,1,0.557661927,0.442338073,2113.476,1,0
992,9,32,2318.618,0,0.701870187,0.298129813,2344.618,1,0
993,9,33,1977.603,0,0.446308725,0.553691275,1859.603,7,7
994,9,34,2210.398,0,0.62077597,0.37922403,2408.398,4,4
995,9,35,2364.363,1,0.330477356,0.669522644,2249.363,0,1
996,9,36,2040.86,1,0.602272727,0.397727273,2035.86,4,5
997,9,37,1994.293,1,0.678191489,0.321808511,1967.293,4,4
998,9,38,1529.798,1,0.606666667,0.393333333,1581.798,0,1
999,9,39,2425.836,0,0.511214953,0.488785047,2610.836,2,1
1000,9,40,1300.872,0,0.485955056,0.514044944,1300.872,0,1
1001,9,41,1054.751,0,0.462395543,0.537604457,1056.751,7,5
1002,9,42,1106.469,0,0.619637863,0.380362137,1109.469,5,7
1003,9,43,1347.055,1,0.477958237,0.522041763,1507.055,4,5
1004,9,44,2228.3,1,0.617021277,0.382978723,2241.3,2,1
1005,9,45,2428.003,0,0.393393393,0.606606607,2397.003,5,7
1006,9,46,1249.481,1,0.438256659,0.561743341,1107.481,2,4
1007,9,47,1192.81,1,0.414746544,0.585253456,1195.81,4,4
1008,9,48,1595.585,0,0.514869888,0.485130112,2084.585,1,0
1009,9,49,2120.993,0,0.555758684,0.444241316,1889.993,5,7
1010,9,50,1511.851,1,0.47972973,0.52027027,1408.851,1,0
1011,9,51,1884.494,0,0.427868852,0.572131148,1774.494,5,7
1012,9,52,2066.95,1,0.354399009,0.645600991,2574.95,5,7
1013,9,53,2003.251,1,0.586387435,0.413612565,1718.251,0,1
1014,9,54,1867.288,1,0.518737673,0.481262327,2574.288,4,4
1015,9,55,2675.363,1,0.485815603,0.514184397,1859.363,3,4
1016,9,56,1946.074,0,0.437254902,0.562745098,1924.074,5,4
1017,9,57,1418.258,1,0.481981982,0.518018018,1589.258,7,5
1018,9,58,1381.159,1,0.414110429,0.585889571,1979.159,2,1
1019,9,59,3053.123,1,0.667420814,0.332579186,2353.123,1,3
1020,9,60,1265.693,0,0.298932384,0.701067616,1278.693,4,4
1021,9,61,1815.269,1,0.558983666,0.441016334,1799.269,7,7
1022,9,62,1339.931,0,0.587020649,0.412979351,1245.931,2,1
1023,9,63,1271.036,0,0.430317848,0.569682152,1333.036,4,2
1024,9,64,1844.011,1,0.464143426,0.535856574,1849.011,1,2
1025,9,65,1857.445,1,0.558394161,0.441605839,1891.445,2,4
1026,9,66,1799.812,1,0.47689464,0.52310536,1732.812,1,2
1027,9,67,1272.332,1,0.46275395,0.53724605,1272.332,4,5
1028,9,68,1205.468,1,0.579207921,0.420792079,1270.468,7,5
1029,9,69,1390.371,1,0.45320197,0.54679803,1548.371,2,1
1030,9,70,1908.069,1,0.543925234,0.456074766,1691.069,7,5
1031,9,71,1424.142,0,0.535087719,0.464912281,1465.142,1,2
1032,9,72,1372.099,0,0.572243346,0.427756654,1508.099,3,1
1033,9,73,2102.561,1,0.682368775,0.317631225,1955.561,1,2
1034,9,74,4213.558,0,0.402105263,0.597894737,4253.558,4,2
1035,9,75,1842.573,0,0.461397059,0.538602941,2086.573,4,3
1036,9,76,1551.521,0,0.3878327,0.6121673,1323.521,7,5
1037,9,77,1512.883,1,0.48245614,0.51754386,1485.883,4,4
1038,9,78,1877.203,1,0.404371585,0.595628415,1910.203,7,7
1039,9,79,2026.825,0,0.631955029,0.368044971,1787.825,5,4
1040,9,80,2098.816,0,0.570391872,0.429608128,1997.816,7,5
1041,9,81,3274.327,1,0.502581756,0.497418244,3270.327,7,7
1042,9,82,1462.63,1,0.458695652,0.541304348,1332.63,4,2
1043,9,83,1108.256,1,0.465449804,0.534550196,1110.256,0,1
1044,9,84,1124.838,0,0.38790932,0.61209068,1257.838,2,1
1045,9,85,1977.762,1,0.598435463,0.401564537,1975.762,2,4
1046,9,86,2128.403,1,0.264173703,0.735826297,1997.403,4,4
1047,9,87,1435.476,1,0.456479691,0.543520309,1627.476,2,4
1048,9,88,1761.884,0,0.439271255,0.560728745,1572.884,4,2
1049,9,89,1466.222,1,0.358148893,0.641851107,1466.222,2,4
1050,9,90,1354.152,1,0.405405405,0.594594595,1541.152,4,5
1051,9,91,1400.34,0,0.447004608,0.552995392,1216.34,4,2
1052,9,92,1141.456,1,0.445378151,0.554621849,1144.456,3,4
1053,9,93,1343.439,0,0.370517928,0.629482072,1346.439,7,7
1054,9,94,1688.372,0,0.566311713,0.433688287,1837.372,2,1
1055,9,95,1452.339,1,0.432372506,0.567627494,1444.339,4,3
1056,9,96,1166.344,1,0.343283582,0.656716418,1220.344,5,7
1057,9,97,1931.579,0,0.409433962,0.590566038,2249.579,7,7
1058,9,98,4314.135,0,0.732954545,0.267045455,3803.135,1,2
1059,9,99,1508.253,0,0.662265462,0.337734538,1511.253,4,4
1060,9,100,1795.056,0,0.631147541,0.368852459,1797.056,7,7
1061,9,101,1577.658,0,0.62250185,0.37749815,1579.658,7,7
1062,9,102,1424.673,1,0.374538745,0.625461255,1426.673,5,7
1063,9,103,3135.489,0,0.570007651,0.429992349,3135.489,0,1
1064,9,104,1865.355,0,0.623718887,0.376281113,2156.355,7,7
1065,9,105,1991.438,0,0.565982405,0.434017595,1700.438,7,5
1066,9,106,2118.678,1,0.348600509,0.651399491,2121.678,3,4
1067,9,107,1691.866,0,0.562594268,0.437405732,1693.866,7,7
1068,9,108,2304.968,1,0.590755898,0.409244102,2306.968,7,7
1069,9,109,1434.476,1,0.375056815,0.624943185,1434.476,4,3
1070,9,110,1629.369,0,0.616144975,0.383855025,1632.369,7,5
1071,9,111,1102.14,1,0.396788991,0.603211009,1304.14,5,7
1072,9,112,1199.066,1,0.285285285,0.714714715,1165.066,0,1
1073,9,113,1727.324,1,0.403418803,0.596581197,1559.324,5,4
1074,9,114,1306.924,1,0.430096051,0.569903949,1308.924,4,5
1075,9,115,1751.975,1,0.655123675,0.344876325,1881.975,5,4
1076,9,116,1602.222,1,0.628774423,0.371225577,1475.222,1,0
1077,9,117,3075.759,1,0.402730375,0.597269625,3075.759,1,0
1078,9,118,2489.889,1,0.48757764,0.51242236,2632.889,1,0
1079,9,119,3025.539,1,0.442713107,0.557286893,2885.539,1,2
1080,10,0,3736.991,0,0.442528992,0.557471008,3736.991,1,0
1081,10,1,1653.211,0,0.547889896,0.452110104,1653.211,7,7
1082,10,2,8416.123,1,0.48819743,0.51180257,8416.123,7,7
1083,10,3,2071.994,1,0.496868907,0.503131093,2074.994,5,7
1084,10,4,1730.19,0,0.537838672,0.462161328,1730.19,7,7
1085,10,5,2771.217,1,0.440162203,0.559837797,2771.217,2,1
1086,10,6,2459.204,1,0.493866471,0.506133529,2462.204,4,4
1087,10,7,2078.841,1,0.437893721,0.562106279,2078.841,1,2
1088,10,8,2362.94,1,0.474107495,0.525892505,2362.94,7,7
1089,10,9,2434.135,1,0.495593319,0.504406681,2434.135,1,2
1090,10,10,1757.168,1,0.601983003,0.398016997,1757.168,7,7
1091,10,11,5145.206,1,0.451060537,0.548939463,5145.206,4,3
1092,10,12,1340.961,0,0.51902834,0.48097166,1342.961,7,5
1093,10,13,3698.658,0,0.542311185,0.457688815,3701.658,7,7
1094,10,14,1507.605,0,0.548158635,0.451841365,1507.605,1,0
1095,10,15,1235.475,1,0.429822355,0.570177645,1235.475,2,4
1096,10,16,1457.088,0,0.575657895,0.424342105,1579.088,5,4
1097,10,17,2494.292,1,0.445139131,0.554860869,2372.292,3,4
1098,10,18,2932.98,0,0.5403306,0.4596694,2932.98,2,1
1099,10,19,2451.452,1,0.448607491,0.551392509,2451.452,5,7
1100,10,20,5389.64,1,0.450799608,0.549200392,5392.64,7,7
1101,10,21,2740.613,0,0.611461237,0.388538763,2743.613,1,0
1102,10,22,4739.92,0,0.632897152,0.367102848,4739.92,4,4
1103,10,23,2034.764,0,0.639739236,0.360260764,2034.764,4,2
1104,10,24,2222.526,0,0.596308017,0.403691983,2222.526,7,7
1105,10,25,1637.05,0,0.559019906,0.440980094,1637.05,7,5
1106,10,26,3165.539,1,0.510153677,0.489846323,3165.539,7,7
1107,10,27,2209.962,0,0.644819929,0.355180071,2212.962,1,2
1108,10,28,1653.95,1,0.508026408,0.491973592,1653.95,0,1
1109,10,29,1436.418,1,0.339808664,0.660191336,1436.418,0,1
1110,10,30,1456.691,1,0.411817465,0.588182535,1456.691,0,1
1111,10,31,1329.32,0,0.575563359,0.424436641,1329.32,1,0
1112,10,32,1237.902,0,0.564832678,0.435167322,1240.902,1,0
1113,10,33,4309.021,0,0.459319055,0.540680945,4309.021,7,7
1114,10,34,2360.907,1,0.537395455,0.462604545,2360.907,4,4
1115,10,35,2633.718,1,0.510369561,0.489630439,2633.718,0,1
1116,10,36,2069.533,1,0.467041065,0.532958935,2069.533,4,5
1117,10,37,1541.861,0,0.628966967,0.371033033,1541.861,4,4
1118,10,38,2597.874,1,0.550336486,0.449663514,2597.874,0,1
1119,10,39,2669.501,0,0.573002374,0.426997626,2669.501,2,1
1120,10,40,2336.691,1,0.500764312,0.499235688,2336.691,0,1
1121,10,41,2502.564,0,0.533039268,0.466960732,2505.564,7,5
1122,10,42,3873.099,1,0.474299005,0.525700995,3876.099,5,7
1123,10,43,2825.664,1,0.51849989,0.48150011,2826.664,4,5
1124,10,44,3008.745,1,0.567675108,0.432324892,3008.745,2,1
1125,10,45,1636.23,0,0.540611932,0.459388068,1636.23,5,7
1126,10,46,1155.548,1,0.368220742,0.631779258,1158.548,2,4
1127,10,47,3214.475,0,0.546708742,0.453291258,3216.475,4,4
1128,10,48,3052.139,0,0.474352986,0.525647014,3055.139,1,0
1129,10,49,2458.186,1,0.444040502,0.555959498,2458.186,5,7
1130,10,50,5171.365,0,0.481810833,0.518189167,5171.365,1,0
1131,10,51,3510.092,0,0.506483942,0.493516058,3512.092,5,7
1132,10,52,3211.647,1,0.39631101,0.60368899,3214.647,5,7
1133,10,53,1058.044,1,0.360965238,0.639034762,1061.044,0,1
1134,10,54,5221.032,0,0.593222875,0.406777125,5223.032,4,4
1135,10,55,3255.794,1,0.504228745,0.495771255,3255.794,3,4
1136,10,56,1430.463,0,0.587769413,0.412230587,1430.463,5,4
1137,10,57,1610.642,0,0.569650301,0.430349699,1612.642,7,5
1138,10,58,2074.197,1,0.433406541,0.566593459,2074.197,2,1
1139,10,59,1262.237,1,0.294055534,0.705944466,1262.237,1,3
1140,10,60,2945.857,0,0.559829453,0.440170547,2948.857,4,4
1141,10,61,7351.654,1,0.524064103,0.475935897,7354.654,7,7
1142,10,62,2482.427,0,0.555006041,0.444993959,2485.427,2,1
1143,10,63,1291.324,0,0.573522549,0.426477451,1294.324,4,2
1144,10,64,2356.395,1,0.467492726,0.532507274,2359.395,1,2
1145,10,65,1330.587,0,0.551248812,0.448751188,1332.587,2,4
1146,10,66,2264.505,1,0.447187548,0.552812452,2267.505,1,2
1147,10,67,2100.158,1,0.440180796,0.559819204,2100.158,4,5
1148,10,68,1496.276,0,0.4990024,0.5009976,1496.276,7,5
1149,10,69,3162.217,0,0.536208734,0.463791266,3165.217,2,1
1150,10,70,1574.379,0,0.642291925,0.357708075,1574.379,7,5
1151,10,71,2115.252,1,0.405995132,0.594004868,2118.252,1,2
1152,10,72,2816.294,0,0.578617909,0.421382091,2819.294,3,1
1153,10,73,2438.37,1,0.401004354,0.598995646,2441.37,1,2
1154,10,74,1997.502,0,0.649088079,0.350911921,2000.502,4,2
1155,10,75,1385.691,0,0.548890927,0.451109073,1387.691,4,3
1156,10,76,5441.257,1,0.394911555,0.605088445,5444.257,7,5
1157,10,77,3678.106,1,0.471688889,0.528311111,3678.106,4,4
1158,10,78,2843.507,0,0.57812881,0.42187119,2843.507,7,7
1159,10,79,1709.499,0,0.667253907,0.332746093,1709.499,5,4
1160,10,80,3448.474,1,0.506082293,0.493917707,3448.474,7,5
1161,10,81,2001.147,1,0.416344881,0.583655119,2003.147,7,7
1162,10,82,2892.033,0,0.624874742,0.375125258,2895.033,4,2
1163,10,83,1321.444,1,0.430521947,0.569478053,1321.444,0,1
1164,10,84,2314.263,0,0.541700705,0.458299295,2317.263,2,1
1165,10,85,6228.2,0,0.419729704,0.580270296,6230.2,2,4
1166,10,86,1066.489,1,0.40150156,0.59849844,1068.489,4,4
1167,10,87,1764.032,1,0.478202998,0.521797002,1767.032,2,4
1168,10,88,1403.79,0,0.631785839,0.368214161,1406.79,4,2
1169,10,89,1236.143,0,0.611021488,0.388978512,1239.143,2,4
1170,10,90,1200.47,1,0.342153065,0.657846935,1200.47,4,5
1171,10,91,1443.762,0,0.632027955,0.367972045,1445.762,4,2
1172,10,92,1816.375,1,0.518044958,0.481955042,1818.375,3,4
1173,10,93,2130.63,1,0.455092964,0.544907036,2133.63,7,7
1174,10,94,6347.843,0,0.585433547,0.414566453,6347.843,2,1
1175,10,95,2640.37,0,0.524147699,0.475852301,2640.37,4,3
1176,10,96,2216.961,1,0.457421289,0.542578711,2218.961,5,7
1177,10,97,1285.889,0,0.477069011,0.522930989,1288.889,7,7
1178,10,98,1833.967,1,0.503118487,0.496881513,1833.967,1,2
1179,10,99,2042.111,1,0.461325241,0.538674759,2044.111,4,4
1180,10,100,1562.155,0,0.605212629,0.394787371,1562.155,7,7
1181,10,101,1721.177,0,0.562187697,0.437812303,1721.177,7,7
1182,10,102,1232.152,0,0.586760788,0.413239212,1234.152,5,7
1183,10,103,3342.02,0,0.60299191,0.39700809,3345.02,0,1
1184,10,104,1865.652,0,0.595213669,0.404786331,1867.652,7,7
1185,10,105,4279.312,0,0.48158845,0.51841155,4282.312,7,5
1186,10,106,2332.379,1,0.458051566,0.541948434,2332.379,3,4
1187,10,107,2874.983,0,0.510351951,0.489648049,2874.983,7,7
1188,10,108,2588.425,1,0.428051091,0.571948909,2588.425,7,7
1189,10,109,1532.4,1,0.530640669,0.469359331,1532.4,4,3
1190,10,110,1241.75,0,0.585125628,0.414874372,1243.75,7,5
1191,10,111,4626.554,0,0.562090249,0.437909751,4626.554,5,7
1192,10,112,1099.336,1,0.304807246,0.695192754,1102.336,0,1
1193,10,113,1693.148,0,0.546087665,0.453912335,1693.148,5,4
1194,10,114,1188.2,1,0.296521574,0.703478426,1188.2,4,5
1195,10,115,2188.882,0,0.504535372,0.495464628,2191.882,5,4
1196,10,116,1153.027,0,0.652257257,0.347742743,1156.027,1,0
1197,10,117,3372.397,0,0.500658155,0.499341845,3372.397,1,0
1198,10,118,2141.581,1,0.173116778,0.826883222,2143.581,1,0
1199,10,119,1306.07,1,0.290384615,0.709615385,1439.07,1,2
1200,11,0,7205.983,0,0.597736067,0.402263933,7205.983,1,0
1201,11,1,19998.593,0,0.515491366,0.484508634,19998.593,7,7
1202,11,2,7137.775,1,0.463651254,0.536348746,7137.775,7,7
1203,11,3,25257.305,0,0.324249871,0.675750129,25257.305,5,7
1204,11,4,3362.208,0,0.631467994,0.368532006,3362.208,7,7
1205,11,5,7017.678,0,0.678824709,0.321175291,7017.678,2,1
1206,11,6,6164.984,1,0.674659935,0.325340065,6164.984,4,4
1207,11,7,5119.36,1,0.538330494,0.461669506,5342.36,1,2
1208,11,8,2237.529,0,0.610564554,0.389435446,2014.529,7,7
1209,11,9,6762.067,0,0.459373846,0.540626154,6762.067,1,2
1210,11,10,2311.99,0,0.74816861,0.25183139,2311.99,7,7
1211,11,11,5385.946,0,0.476893452,0.523106548,5385.946,4,3
1212,11,12,5013.436,0,0.533139184,0.466860816,5013.436,7,5
1213,11,13,10141.241,1,0.748027444,0.251972556,10141.241,7,7
1214,11,14,1752.273,0,0.654052246,0.345947754,1752.273,1,0
1215,11,15,2370.396,1,0.494070223,0.505929777,2370.396,2,4
1216,11,16,2708.692,0,0.791759196,0.208240804,2708.692,5,4
1217,11,17,10099.824,1,0.53149179,0.46850821,10099.824,3,4
1218,11,18,4645.418,0,0.598776787,0.401223213,4645.418,2,1
1219,11,19,12998.986,1,0.515511809,0.484488191,12998.986,5,7
1220,11,20,5211.954,0,0.553356121,0.446643879,5211.954,7,7
1221,11,21,3743.349,0,0.599926323,0.400073677,3743.349,1,0
1222,11,22,3109.717,0,0.542657561,0.457342439,3109.717,4,4
1223,11,23,3173.591,0,0.449167103,0.550832897,3173.591,4,2
1224,11,24,1860.656,0,0.570469733,0.429530267,1860.656,7,7
1225,11,25,2084.243,0,0.751624392,0.248375608,2084.243,7,5
1226,11,26,3787.501,1,0.508602459,0.491397541,3787.501,7,7
1227,11,27,6420.634,0,0.51661116,0.48338884,6420.634,1,2
1228,11,28,4208.008,1,0.521302213,0.478697787,4208.008,0,1
1229,11,29,2605.177,1,0.53646435,0.46353565,2605.177,0,1
1230,11,30,2968.402,1,0.475003317,0.524996683,2968.402,0,1
1231,11,31,1895.45,0,0.524903757,0.475096243,1895.45,1,0
1232,11,32,1802.158,0,0.607468743,0.392531257,1802.158,1,0
1233,11,33,1937.962,0,0.660016862,0.339983138,1937.962,7,7
1234,11,34,5061.215,0,0.536748664,0.463251336,5061.215,4,4
1235,11,35,3229.779,1,0.542164442,0.457835558,3229.779,0,1
1236,11,36,2795.056,1,0.626264724,0.373735276,2795.056,4,5
1237,11,37,1881.78,0,0.553456734,0.446543266,1881.78,4,4
1238,11,38,3240.899,1,0.438806902,0.561193098,3240.899,0,1
1239,11,39,4477.226,0,0.717318199,0.282681801,4477.226,2,1
1240,11,40,2687.762,1,0.453384173,0.546615827,2687.762,0,1
1241,11,41,2689.618,0,0.754717279,0.245282721,2689.618,7,5
1242,11,42,1769.454,0,0.650912694,0.349087306,1769.454,5,7
1243,11,43,4536.286,0,0.710584364,0.289415636,4536.286,4,5
1244,11,44,2743.343,1,0.475082993,0.524917007,2743.343,2,1
1245,11,45,2843.907,1,0.456773673,0.543226327,2843.907,5,7
1246,11,46,7210.607,1,0.280494278,0.719505722,7210.607,2,4
1247,11,47,8377.961,1,0.353462664,0.646537336,8377.961,4,4
1248,11,48,3886.863,0,0.584713098,0.415286902,3886.863,1,0
1249,11,49,1763.849,0,0.670836295,0.329163705,1763.849,5,7
1250,11,50,7303.895,1,0.455717202,0.544282798,7303.895,1,0
1251,11,51,3534.082,1,0.533079509,0.466920491,3534.082,5,7
1252,11,52,2148.839,1,0.51802847,0.48197153,2148.839,5,7
1253,11,53,2791.337,1,0.552500539,0.447499461,2791.337,0,1
1254,11,54,2028.795,0,0.693099295,0.306900705,2028.795,4,4
1255,11,55,3088.72,1,0.588602654,0.411397346,3234.72,3,4
1256,11,56,4853.714,0,0.597277119,0.402722881,4958.714,5,4
1257,11,57,1864.535,0,0.682684293,0.317315707,1613.535,7,5
1258,11,58,2078.99,0,0.734210512,0.265789488,2078.99,2,1
1259,11,59,7112.402,1,0.234715631,0.765284369,7112.402,1,3
1260,11,60,5146.265,0,0.722558148,0.277441852,5146.265,4,4
1261,11,61,3957.137,1,0.393551229,0.606448771,3957.137,7,7
1262,11,62,5605.633,0,0.533700446,0.466299554,5605.633,2,1
1263,11,63,3858.917,0,0.704724169,0.295275831,3858.917,4,2
1264,11,64,3866.477,1,0.513738138,0.486261862,3866.477,1,2
1265,11,65,10090.541,0,0.686714884,0.313285116,10350.541,2,4
1266,11,66,4324.304,1,0.421720422,0.578279578,4064.304,1,2
1267,11,67,21413.362,1,0.489046562,0.510953438,21413.362,4,5
1268,11,68,6232.021,0,0.523997225,0.476002775,6232.021,7,5
1269,11,69,1966.864,0,0.516582679,0.483417321,1966.864,2,1
1270,11,70,2071.327,0,0.718604651,0.281395349,2547.327,7,5
1271,11,71,2515.235,1,0.178749616,0.821250384,2039.235,1,2
1272,11,72,7100.414,0,0.487044095,0.512955905,7100.414,3,1
1273,11,73,2024.837,0,0.687749502,0.312250498,2024.837,1,2
1274,11,74,13906.224,0,0.452145215,0.547854785,14305.224,4,2
1275,11,75,3782.858,1,0.629459038,0.370540962,3383.858,4,3
1276,11,76,2844.036,0,0.828654573,0.171345427,2844.036,7,5
1277,11,77,3896.436,0,0.695556771,0.304443229,3896.436,4,4
1278,11,78,9063.275,0,0.47326849,0.52673151,9063.275,7,7
1279,11,79,9224.087,0,0.642438871,0.357561129,9224.087,5,4
